x,1,3,7,14,30,1 stdev,3 stdev,7 stdev,14 stdev,30 stdev
223.0,0.4508,0.5142,0.6046999999999999,0.6682,0.7024,0.008471127433818944,0.015144636014114053,0.0218954333138214,0.01989874367893611,0.015081114017207069
225.0,0.4508,0.5142,0.6046999999999999,0.6682,0.7029000000000001,0.008471127433818944,0.015144636014114053,0.0218954333138214,0.01989874367893611,0.015371727293964056
226.0,0.4508,0.5142,0.6046999999999999,0.6682,0.7055,0.008471127433818944,0.015144636014114053,0.0218954333138214,0.01989874367893611,0.01320037878244408
302.0,0.4508,0.5154000000000001,0.6046999999999999,0.6682,0.7055,0.008471127433818944,0.016954055562018202,0.0218954333138214,0.01989874367893611,0.01320037878244408
304.0,0.4514,0.5154000000000001,0.6046999999999999,0.6682,0.7055,0.009840731680114031,0.016954055562018202,0.0218954333138214,0.01989874367893611,0.01320037878244408
307.0,0.4543,0.5168,0.6065999999999999,0.6682,0.7055,0.012149485585818015,0.01682141492265144,0.021443880245888336,0.01989874367893611,0.01320037878244408
308.0,0.455,0.5198,0.6065999999999999,0.6682,0.7055,0.011428035701729313,0.017296242366479503,0.021443880245888336,0.01989874367893611,0.01320037878244408
309.0,0.4552000000000001,0.5198,0.6065999999999999,0.6682,0.7055,0.011267652816802613,0.017296242366479503,0.021443880245888336,0.01989874367893611,0.01320037878244408
310.0,0.4566000000000001,0.5217,0.6087,0.6682,0.7055,0.01140350823211874,0.015652795277521534,0.019687813489567614,0.01989874367893611,0.01320037878244408
311.0,0.4579,0.5304,0.6087,0.6682,0.7055,0.010839280418920795,0.018056577748842683,0.019687813489567614,0.01989874367893611,0.01320037878244408
312.0,0.4579,0.5304,0.6087,0.6683,0.7055,0.010839280418920795,0.018056577748842683,0.019687813489567614,0.01979419106707824,0.01320037878244408
313.0,0.4591,0.5315000000000001,0.6206,0.6683,0.7055,0.01009405765784998,0.018391574157749536,0.03073824978752046,0.01979419106707824,0.01320037878244408
314.0,0.4601,0.5319,0.6206,0.6683,0.7055,0.010034440691936935,0.01852808678736152,0.03073824978752046,0.01979419106707824,0.01320037878244408
315.0,0.4616000000000001,0.5346000000000001,0.6206,0.6742,0.7055,0.00998198377077422,0.01896944912220701,0.03073824978752046,0.023064258063072385,0.01320037878244408
316.0,0.4616000000000001,0.5346000000000001,0.6252,0.6774,0.7055,0.00998198377077422,0.01896944912220701,0.030740201690945382,0.026450708875188945,0.01320037878244408
317.0,0.4624,0.5346000000000001,0.6252,0.6775999999999999,0.7055,0.008968834929911457,0.01896944912220701,0.030740201690945382,0.026624049278800525,0.01320037878244408
318.0,0.4624,0.5346000000000001,0.6335,0.6819000000000001,0.7055,0.008968834929911457,0.01896944912220701,0.0338622208367969,0.023106059811226983,0.01320037878244408
319.0,0.4624,0.5411,0.6335,0.6820999999999999,0.7055,0.008968834929911457,0.015520631430454125,0.0338622208367969,0.022932291643008525,0.01320037878244408
323.0,0.4624,0.5412000000000001,0.6335,0.6820999999999999,0.7055,0.008968834929911457,0.015587174214718988,0.0338622208367969,0.022932291643008525,0.01320037878244408
324.0,0.4624,0.5412000000000001,0.6335,0.6823,0.7055,0.008968834929911457,0.015587174214718988,0.0338622208367969,0.023034973410012843,0.01320037878244408
328.0,0.4624,0.5412000000000001,0.6335,0.6823,0.7056,0.008968834929911457,0.015587174214718988,0.0338622208367969,0.023034973410012843,0.013388054376943643
332.0,0.4624,0.5412000000000001,0.6335,0.6823,0.7085000000000001,0.008968834929911457,0.015587174214718988,0.0338622208367969,0.023034973410012843,0.012776932339180648
333.0,0.4624,0.5412000000000001,0.6335,0.6823,0.7127,0.008968834929911457,0.015587174214718988,0.0338622208367969,0.023034973410012843,0.01032521186223315
335.0,0.4624,0.5412000000000001,0.6335,0.6823,0.713,0.008968834929911457,0.015587174214718988,0.0338622208367969,0.023034973410012843,0.009929753269845135
336.0,0.4624,0.5412000000000001,0.6335,0.6823,0.7133999999999999,0.008968834929911457,0.015587174214718988,0.0338622208367969,0.023034973410012843,0.00988129546162851
403.0,0.4631,0.5412000000000001,0.6335,0.6823,0.7133999999999999,0.008549268974596591,0.015587174214718988,0.0338622208367969,0.023034973410012843,0.00988129546162851
407.0,0.4637,0.5441,0.6335,0.6823,0.7133999999999999,0.008741281370600066,0.00859592926913665,0.0338622208367969,0.023034973410012843,0.00988129546162851
408.0,0.4643,0.5442000000000001,0.6335,0.6823,0.7133999999999999,0.008944830909525331,0.008611620056644401,0.0338622208367969,0.023034973410012843,0.00988129546162851
409.0,0.4643,0.5458000000000001,0.6335,0.6823,0.7133999999999999,0.008944830909525331,0.009505787710652924,0.0338622208367969,0.023034973410012843,0.00988129546162851
410.0,0.4643,0.5458000000000001,0.6373,0.6823,0.7133999999999999,0.008944830909525331,0.009505787710652924,0.03439781969834719,0.023034973410012843,0.00988129546162851
411.0,0.4648,0.5458000000000001,0.6421,0.6823,0.7133999999999999,0.009378699270154668,0.009505787710652924,0.028321193477676775,0.023034973410012843,0.00988129546162851
412.0,0.4648,0.5488000000000001,0.6422,0.6823,0.7133999999999999,0.009378699270154668,0.010322790320451143,0.02835418840312665,0.023034973410012843,0.00988129546162851
413.0,0.4652,0.5495,0.6422,0.6823,0.7133999999999999,0.009877246579892585,0.010072239075796395,0.02835418840312665,0.023034973410012843,0.00988129546162851
414.0,0.4668,0.5495,0.6422,0.6823999999999999,0.7133999999999999,0.007480641683705999,0.010072239075796395,0.02835418840312665,0.02295299544721775,0.00988129546162851
416.0,0.4668,0.5497,0.6471,0.6823999999999999,0.7133999999999999,0.007480641683705999,0.010080178569846858,0.02211085706163379,0.02295299544721775,0.00988129546162851
417.0,0.4671,0.5497,0.6471,0.6823999999999999,0.7133999999999999,0.007422263805605385,0.010080178569846858,0.02211085706163379,0.02295299544721775,0.00988129546162851
418.0,0.4671,0.5497,0.6471999999999999,0.6823999999999999,0.7133999999999999,0.007422263805605385,0.010080178569846858,0.02229259966894846,0.02295299544721775,0.00988129546162851
419.0,0.4671,0.5497,0.6473,0.6823999999999999,0.7133999999999999,0.007422263805605385,0.010080178569846858,0.02225780761890085,0.02295299544721775,0.00988129546162851
420.0,0.4675999999999999,0.5534,0.6473,0.6823999999999999,0.7133999999999999,0.00832105762508587,0.015067846561469868,0.02225780761890085,0.02295299544721775,0.00988129546162851
422.0,0.4675999999999999,0.5534,0.6473,0.6858,0.7133999999999999,0.00832105762508587,0.015067846561469868,0.02225780761890085,0.019923855048659605,0.00988129546162851
423.0,0.4675999999999999,0.5534,0.6473,0.6864,0.7133999999999999,0.00832105762508587,0.015067846561469868,0.02225780761890085,0.020279053232338008,0.00988129546162851
429.0,0.4675999999999999,0.5534,0.6473,0.6867,0.7133999999999999,0.00832105762508587,0.015067846561469868,0.02225780761890085,0.020630317496345002,0.00988129546162851
433.0,0.4675999999999999,0.5534,0.6473,0.6867,0.7139,0.00832105762508587,0.015067846561469868,0.02225780761890085,0.020630317496345002,0.010024470060806215
438.0,0.4675999999999999,0.5534,0.6473,0.6867,0.7142999999999999,0.00832105762508587,0.015067846561469868,0.02225780761890085,0.020630317496345002,0.009445104552094708
439.0,0.4675999999999999,0.5534,0.6473,0.6867,0.7148999999999999,0.00832105762508587,0.015067846561469868,0.02225780761890085,0.020630317496345002,0.00996443676280803
505.0,0.4677,0.5534,0.6473,0.6867,0.7148999999999999,0.008319254774317213,0.015067846561469868,0.02225780761890085,0.020630317496345002,0.00996443676280803
509.0,0.4677,0.5534,0.6474,0.6867,0.7148999999999999,0.008319254774317213,0.015067846561469868,0.022276444958745117,0.020630317496345002,0.00996443676280803
510.0,0.4738000000000001,0.5539999999999999,0.6474,0.6867,0.7148999999999999,0.016320539206778673,0.015394804318340628,0.022276444958745117,0.020630317496345002,0.00996443676280803
511.0,0.4738000000000001,0.5541,0.6474,0.6867,0.7148999999999999,0.016320539206778673,0.015384732691860432,0.022276444958745117,0.020630317496345002,0.00996443676280803
512.0,0.4738000000000001,0.5601,0.6474,0.6867,0.7148999999999999,0.016320539206778673,0.025129464777428088,0.022276444958745117,0.020630317496345002,0.00996443676280803
513.0,0.4751,0.5618000000000001,0.6474,0.6867,0.7148999999999999,0.016872759110471522,0.024620316813558654,0.022276444958745117,0.020630317496345002,0.00996443676280803
514.0,0.4769,0.5681999999999999,0.6475000000000001,0.6867,0.7148999999999999,0.016324521432495343,0.028742999147618523,0.02223173407541573,0.020630317496345002,0.00996443676280803
515.0,0.4769,0.5687,0.6475000000000001,0.6867,0.7148999999999999,0.016324521432495343,0.02872646863086375,0.02223173407541573,0.020630317496345002,0.00996443676280803
516.0,0.4771,0.5688000000000001,0.6475000000000001,0.6867,0.7148999999999999,0.016201543136380555,0.028586010564610083,0.02223173407541573,0.020630317496345002,0.00996443676280803
517.0,0.4771,0.5730000000000001,0.6475000000000001,0.6896,0.7148999999999999,0.016201543136380555,0.02810338057956728,0.02223173407541573,0.019179155351578936,0.00996443676280803
518.0,0.4797,0.5730000000000001,0.6549,0.6896,0.7148999999999999,0.014966963619919704,0.02810338057956728,0.02148697279748827,0.019179155351578936,0.00996443676280803
519.0,0.4813,0.5730000000000001,0.6549,0.6897,0.7148999999999999,0.016149612998459125,0.02810338057956728,0.02148697279748827,0.019141838992113552,0.00996443676280803
520.0,0.4813,0.5762,0.6549,0.6897,0.7148999999999999,0.016149612998459125,0.024502244795120292,0.02148697279748827,0.019141838992113552,0.00996443676280803
521.0,0.4813,0.5773,0.655,0.6908000000000001,0.7148999999999999,0.016149612998459125,0.02310432859877125,0.02163330765278396,0.017848249213858452,0.00996443676280803
524.0,0.4814,0.5773,0.6561,0.6908000000000001,0.7148999999999999,0.0162677595261302,0.02310432859877125,0.020265487904316558,0.017848249213858452,0.00996443676280803
525.0,0.4814,0.5773,0.6561,0.6916,0.7148999999999999,0.0162677595261302,0.02310432859877125,0.020265487904316558,0.016487571076419925,0.00996443676280803
526.0,0.4814,0.5773,0.6561,0.6947,0.7148999999999999,0.0162677595261302,0.02310432859877125,0.020265487904316558,0.017641145087550263,0.00996443676280803
527.0,0.4814,0.5773,0.6564,0.6952999999999999,0.7148999999999999,0.0162677595261302,0.02310432859877125,0.0199709789444584,0.01719331265347079,0.00996443676280803
528.0,0.4814,0.5773,0.6581,0.6955999999999999,0.7148999999999999,0.0162677595261302,0.02310432859877125,0.019387882813757685,0.017001176429882695,0.00996443676280803
529.0,0.4814,0.5773,0.6612,0.7002999999999999,0.7148999999999999,0.0162677595261302,0.02310432859877125,0.01871256262514572,0.014477914214416347,0.00996443676280803
530.0,0.4814,0.5773,0.6612,0.7003999999999999,0.7148999999999999,0.0162677595261302,0.02310432859877125,0.01871256262514572,0.014561593319413882,0.00996443676280803
538.0,0.4814,0.5773,0.6612,0.7003999999999999,0.7152,0.0162677595261302,0.02310432859877125,0.01871256262514572,0.014561593319413882,0.00961041102138718
543.0,0.4814,0.5773,0.6612,0.7003999999999999,0.7156,0.0162677595261302,0.02310432859877125,0.01871256262514572,0.014561593319413882,0.009079647570252942
550.0,0.4814,0.5773,0.6612,0.7003999999999999,0.7178,0.0162677595261302,0.02310432859877125,0.01871256262514572,0.014561593319413882,0.010703270528207732
556.0,0.4814,0.5773,0.6612,0.7003999999999999,0.7191,0.0162677595261302,0.02310432859877125,0.01871256262514572,0.014561593319413882,0.010949429208867474
557.0,0.4814,0.5773,0.6612,0.7003999999999999,0.7201000000000001,0.0162677595261302,0.02310432859877125,0.01871256262514572,0.014561593319413882,0.011945291959596477
608.0,0.4818,0.5773,0.6612,0.7003999999999999,0.7201000000000001,0.015979987484350543,0.02310432859877125,0.01871256262514572,0.014561593319413882,0.011945291959596477
611.0,0.4818,0.5808,0.6612,0.7003999999999999,0.7201000000000001,0.015979987484350543,0.02309891772356444,0.01871256262514572,0.014561593319413882,0.011945291959596477
613.0,0.4818,0.5814,0.6612,0.7003999999999999,0.7201000000000001,0.015979987484350543,0.02293992153430345,0.01871256262514572,0.014561593319413882,0.011945291959596477
614.0,0.4828,0.5814,0.6612,0.7003999999999999,0.7201000000000001,0.01538700750633469,0.02293992153430345,0.01871256262514572,0.014561593319413882,0.011945291959596477
617.0,0.4831,0.5814,0.6612,0.7003999999999999,0.7201000000000001,0.015436644713149298,0.02293992153430345,0.01871256262514572,0.014561593319413882,0.011945291959596477
618.0,0.4837,0.5814,0.6612,0.7003999999999999,0.7201000000000001,0.014670037491431306,0.02293992153430345,0.01871256262514572,0.014561593319413882,0.011945291959596477
619.0,0.4837,0.5814,0.6612,0.7025,0.7201000000000001,0.014670037491431306,0.02293992153430345,0.01871256262514572,0.01186802426691146,0.011945291959596477
620.0,0.4837,0.5814,0.6635000000000001,0.7025,0.7201000000000001,0.014670037491431306,0.02293992153430345,0.017850770291502848,0.01186802426691146,0.011945291959596477
621.0,0.484,0.5814,0.6638000000000001,0.7025,0.7201000000000001,0.014456832294800966,0.02293992153430345,0.01828004376362377,0.01186802426691146,0.011945291959596477
622.0,0.484,0.5814,0.6644000000000001,0.7044,0.7201000000000001,0.014456832294800966,0.02293992153430345,0.017978876494375295,0.012034949106664273,0.011945291959596477
623.0,0.4843,0.5832,0.6644000000000001,0.7044,0.7201000000000001,0.014832734070291969,0.021202829999790115,0.017978876494375295,0.012034949106664273,0.011945291959596477
624.0,0.4853,0.5832,0.6644000000000001,0.7044,0.7201000000000001,0.013653204751998715,0.021202829999790115,0.017978876494375295,0.012034949106664273,0.011945291959596477
625.0,0.4853,0.5832,0.6644000000000001,0.7048,0.7201000000000001,0.013653204751998715,0.021202829999790115,0.017978876494375295,0.011677328461595974,0.011945291959596477
626.0,0.4858000000000001,0.5844000000000001,0.6645,0.7048,0.7201000000000001,0.013429817571359649,0.01974943037153224,0.01791228628623383,0.011677328461595974,0.011945291959596477
627.0,0.4858000000000001,0.5844000000000001,0.6646000000000001,0.7048,0.7201000000000001,0.013429817571359649,0.01974943037153224,0.01806211504780104,0.011677328461595974,0.011945291959596477
628.0,0.4862,0.5844000000000001,0.6646000000000001,0.7048,0.7201000000000001,0.0140128512444827,0.01974943037153224,0.01806211504780104,0.011677328461595974,0.011945291959596477
657.0,0.4862,0.5844000000000001,0.6646000000000001,0.7048,0.7204,0.0140128512444827,0.01974943037153224,0.01806211504780104,0.011677328461595974,0.011516944039110385
668.0,0.4862,0.5844000000000001,0.6646000000000001,0.7048,0.7214,0.0140128512444827,0.01974943037153224,0.01806211504780104,0.011677328461595974,0.01195156893466294
710.0,0.4866,0.5844000000000001,0.6646000000000001,0.7048,0.7214,0.013828955130450037,0.01974943037153224,0.01806211504780104,0.011677328461595974,0.01195156893466294
713.0,0.4868,0.5845,0.6646000000000001,0.7048,0.7214,0.01384774349849102,0.01965324400703355,0.01806211504780104,0.011677328461595974,0.01195156893466294
714.0,0.4879999999999999,0.5853,0.6646000000000001,0.7048,0.7214,0.013281566172707206,0.019037069102149102,0.01806211504780104,0.011677328461595974,0.01195156893466294
715.0,0.4884000000000001,0.5881000000000001,0.6646000000000001,0.7048,0.7214,0.013335666462535731,0.017666069172286174,0.01806211504780104,0.011677328461595974,0.01195156893466294
717.0,0.4884000000000001,0.5916,0.6646000000000001,0.7048,0.7214,0.013335666462535731,0.01525254077195011,0.01806211504780104,0.011677328461595974,0.01195156893466294
718.0,0.4884000000000001,0.5919000000000001,0.6646000000000001,0.7048,0.7214,0.013335666462535731,0.01518848247850984,0.01806211504780104,0.011677328461595974,0.01195156893466294
719.0,0.4886,0.5919000000000001,0.6646000000000001,0.7048,0.7214,0.013116401945655687,0.01518848247850984,0.01806211504780104,0.011677328461595974,0.01195156893466294
720.0,0.4888,0.5919000000000001,0.6646000000000001,0.7048,0.7214,0.012874781551544878,0.01518848247850984,0.01806211504780104,0.011677328461595974,0.01195156893466294
722.0,0.4901000000000001,0.5919000000000001,0.6658000000000001,0.7048,0.7214,0.012778497564267887,0.01518848247850984,0.016593974810153247,0.011677328461595974,0.01195156893466294
723.0,0.4901000000000001,0.5920000000000001,0.6658000000000001,0.7048,0.7214,0.012778497564267887,0.015046594299043238,0.016593974810153247,0.011677328461595974,0.01195156893466294
724.0,0.4901000000000001,0.5920000000000001,0.6706,0.7048,0.7214,0.012778497564267887,0.015046594299043238,0.01819450466487067,0.011677328461595974,0.01195156893466294
725.0,0.4903000000000001,0.5920000000000001,0.6706,0.7048,0.7214,0.0130694299799188,0.015046594299043238,0.01819450466487067,0.011677328461595974,0.01195156893466294
726.0,0.4903000000000001,0.5920000000000001,0.6714,0.7048999999999999,0.7214,0.0130694299799188,0.015046594299043238,0.018369540005128072,0.011759676866308844,0.01195156893466294
728.0,0.4903000000000001,0.5920000000000001,0.672,0.7048999999999999,0.7214,0.0130694299799188,0.015046594299043238,0.017849369736772234,0.011759676866308844,0.01195156893466294
732.0,0.4903000000000001,0.5937999999999999,0.672,0.7048999999999999,0.7214,0.0130694299799188,0.01575944161447354,0.017849369736772234,0.011759676866308844,0.01195156893466294
733.0,0.4903000000000001,0.5955999999999999,0.6721,0.7048999999999999,0.7214,0.0130694299799188,0.01397998569384105,0.01789105921962142,0.011759676866308844,0.01195156893466294
735.0,0.4903000000000001,0.5955999999999999,0.6721,0.7075,0.7214,0.0130694299799188,0.01397998569384105,0.01789105921962142,0.009739096467332054,0.01195156893466294
765.0,0.4903000000000001,0.5955999999999999,0.6721,0.7075,0.7222999999999999,0.0130694299799188,0.01397998569384105,0.01789105921962142,0.009739096467332054,0.010982258419833336
771.0,0.4903000000000001,0.5955999999999999,0.6721,0.7075,0.7231,0.0130694299799188,0.01397998569384105,0.01789105921962142,0.009739096467332054,0.009934284070832692
775.0,0.4903000000000001,0.5955999999999999,0.6721,0.7075,0.7245999999999999,0.0130694299799188,0.01397998569384105,0.01789105921962142,0.009739096467332054,0.008039900496896719
801.0,0.4903000000000001,0.5955999999999999,0.6721,0.7075,0.7247,0.0130694299799188,0.01397998569384105,0.01789105921962142,0.009739096467332054,0.007988116173416616
808.0,0.4923,0.5955999999999999,0.6721,0.7075,0.7247,0.013176114753598662,0.01397998569384105,0.01789105921962142,0.009739096467332054,0.007988116173416616
809.0,0.4931,0.5955999999999999,0.6721,0.7075,0.7247,0.012825365491868069,0.01397998569384105,0.01789105921962142,0.009739096467332054,0.007988116173416616
811.0,0.4946,0.5955999999999999,0.6721,0.7075,0.7247,0.012901162738296121,0.01397998569384105,0.01789105921962142,0.009739096467332054,0.007988116173416616
813.0,0.4946,0.5965,0.6721,0.7075,0.7247,0.012901162738296121,0.01280039061903973,0.01789105921962142,0.009739096467332054,0.007988116173416616
814.0,0.4976,0.6,0.6721,0.7075,0.7247,0.009068627239003715,0.013401492454200777,0.01789105921962142,0.009739096467332054,0.007988116173416616
816.0,0.4978,0.6,0.6721,0.7075,0.7247,0.009484724561103507,0.013401492454200777,0.01789105921962142,0.009739096467332054,0.007988116173416616
817.0,0.4978,0.6,0.6727,0.7075,0.7247,0.009484724561103507,0.013401492454200777,0.018471870506258984,0.009739096467332054,0.007988116173416616
819.0,0.4978,0.6001,0.6727,0.7075,0.7247,0.009484724561103507,0.013262352732452878,0.018471870506258984,0.009739096467332054,0.007988116173416616
820.0,0.5,0.6001,0.6727,0.7075,0.7247,0.010954451150103331,0.013262352732452878,0.018471870506258984,0.009739096467332054,0.007988116173416616
822.0,0.5,0.6009,0.6727,0.7075,0.7247,0.010954451150103331,0.012356779515715259,0.018471870506258984,0.009739096467332054,0.007988116173416616
823.0,0.5,0.6013999999999999,0.6730999999999999,0.7075,0.7247,0.010954451150103331,0.01224908159822606,0.018190382074052228,0.009739096467332054,0.007988116173416616
824.0,0.5005,0.6013999999999999,0.6730999999999999,0.7075,0.7247,0.010547511554864502,0.01224908159822606,0.018190382074052228,0.009739096467332054,0.007988116173416616
825.0,0.5005,0.6013999999999999,0.6755000000000001,0.7075,0.7247,0.010547511554864502,0.01224908159822606,0.018800265955565647,0.009739096467332054,0.007988116173416616
830.0,0.5005,0.6026,0.6755000000000001,0.7075,0.7247,0.010547511554864502,0.011542963224406472,0.018800265955565647,0.009739096467332054,0.007988116173416616
831.0,0.5005,0.6026,0.6759000000000001,0.7075,0.7247,0.010547511554864502,0.011542963224406472,0.018549663069716404,0.009739096467332054,0.007988116173416616
833.0,0.5005,0.6027,0.6759000000000001,0.7075,0.7247,0.010547511554864502,0.011532996141506349,0.018549663069716404,0.009739096467332054,0.007988116173416616
